square_meters,contract_type_0,contract_type_1,contract_type_2,contract_type_3,contract_type_4,contract_type_5,contract_type_6,availability_year_not_available,availability_year_2024,availability_year_2023,availability_year_2022,availability_instant,availability_year_2015,availability_year_2016,availability_year_2020,availability_year_2025,description,bedrooms,other_rooms,bathrooms,has_security_door,has_tv_system,has_centralized_tv_system,has_optic_fiber,has_video_entryphone,has_electric_gate,has_kitchen_diner,has_open_kitchen,has_half-day_concierge,has_full_day_concierge,has_shared_garden,has_alarm_system,has_partially_furnished,has_kitchen_nook,has_semi-habitable_kitchen,has_disabled_people,has_window_frames,has_window_material_pvc,has_window_material_wood,has_window_material_metal,has_window_type_double,has_window_type_triple,has_exposure_type_internal,has_exposure_type_external,has_exposure_type_double,has_exposure_direction_north,has_exposure_direction_south,has_exposure_direction_east,has_exposure_direction_west,conditions,zone,conditions_imputed,floor,is_mezzanine,is_semi-basement,elevator,energy_class,energy_class_imputed,is_high_efficiency,is_middle_efficiency,is_low_efficiency,condominium_fees,condominium_fees_imputed,latitude,longitude,dist_duomo,dist_scala_theatre,dist_sansiro_stadium,dist_centrale_station,dist_cadorna_station,dist_sforzesco_park,dist_montanelli_park,dist_solari_park,dist_pagano_park,dist_citylife,dist_direzionale,dist_porta_nuova,dist_porta_garibaldi,dist_piazza_affari,avg_conditions_per_zone,avg_square_meters_per_zone,avg_bedrooms_per_zone,avg_bathrooms_per_zone,avg_other_rooms_per_zone,avg_price_per_square_meter_zone,zone_rank,availability_year_not_available_per_zone_perc,availability_year_2024_per_zone_perc,availability_year_2023_per_zone_perc,availability_year_2022_per_zone_perc,availability_instant_per_zone_perc,availability_year_2015_per_zone_perc,availability_year_2016_per_zone_perc,availability_year_2020_per_zone_perc,availability_year_2025_per_zone_perc,availability_year_not_available_per_contract_perc,availability_year_2024_per_contract_perc,availability_year_2023_per_contract_perc,availability_year_2022_per_contract_perc,availability_instant_per_contract_perc,availability_year_2015_per_contract_perc,availability_year_2016_per_contract_perc,availability_year_2020_per_contract_perc,availability_year_2025_per_contract_perc,sqm_x_zone_rank,sqm_x_condition,floor_x_no_elevator,bedrooms_x_zone_rank,sqm_x_high_efficiency
67.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,barona,0,2,0,0,0,2,0,0,0,1,33.0,0,45.4385666,9.154712,4.066486393739704,4.208787876579652,5.011654958605471,6.375314379205602,3.701046972893121,4.201166482792083,5.304331136084893,2.2926652503879987,3.539518180626455,4.081485141129612,6.079470863443933,5.699185271396218,5.333037198674835,3.667708786213596,1.65,83.25,1.55,1.3,1.15,23.911181151493846,70.0,0.65,0.35,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,4690.0,67.0,2,70.0,0.0
98.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,cadore,0,7,0,0,1,3,0,0,1,0,200.0,0,45.457542,9.2130036,1.8049783687712515,2.151770364023572,7.311636296030308,3.130527904021552,3.127061794443759,3.347002494341224,2.112139411972506,3.676216544498725,4.29623892892299,4.90373799649404,3.2536188305769054,3.311609280790061,3.2985323711219885,2.421052787796681,1.7916666666666667,76.16666666666667,1.5416666666666667,1.125,0.7916666666666666,25.803913619673015,51.0,0.625,0.3333333333333333,0.041666666666666664,0.0,0.625,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,4998.0,196.0,0,102.0,0.0
110.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",2,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,centrale,0,2,0,0,1,3,0,0,1,0,233.0,0,45.4847973,9.2032159,2.454661838483211,2.1987511930281896,6.222975517052257,0.0145595418935688,2.8050452118255707,2.4629337289472235,1.2072123992655677,4.195050621574439,3.681453529389072,3.8736587225142327,0.4926166801691354,0.9686483273545774,1.3446434022490918,2.7181462663009417,1.7692307692307692,74.40384615384616,1.4807692307692308,1.2884615384615385,0.9038461538461539,30.191447011261396,26.0,0.6923076923076923,0.17307692307692307,0.0,0.1346153846153846,0.46153846153846156,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2860.0,220.0,0,52.0,0.0
65.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,sempione,0,3,0,0,1,1,0,0,0,1,100.0,0,45.4771041,9.1701771,2.219805590195977,1.83645375739965,3.605096481350928,2.701005705892826,1.0758450505191446,0.6487874363440276,2.3439680219813144,2.190088131911057,1.0625883684294737,1.1681103492039548,2.241973381209432,1.7557546049834505,1.3696355396508415,1.743584527569477,1.9591836734693877,89.57142857142857,1.653061224489796,1.4489795918367347,1.0,26.050778123463747,50.0,0.8367346938775511,0.16326530612244897,0.0,0.0,0.7346938775510204,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,3250.0,130.0,0,50.0,0.0
123.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms",2,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,quadronno - crocetta,0,3,0,0,1,1,0,0,0,1,300.0,0,45.4542738,9.1956417,1.1416012087982992,1.5555427569473168,6.187874668751089,3.444336473967894,2.1895546532709567,2.585642536488277,2.23935746070929,2.352098107534943,3.230454440903459,3.909767721642075,3.3666434252862087,3.2181092845000734,3.036330924380973,1.4801404148619222,1.7916666666666667,75.125,1.3958333333333333,1.25,1.0208333333333333,27.75498193870298,42.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,5166.0,246.0,0,84.0,0.0
50.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1 bedroom, 1 bathroom, kitchen nook",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,sant'ambrogio,0,2,0,0,1,1,0,0,0,1,100.0,1,45.4625663,9.1729177,1.4911547758641024,1.4000528968941774,4.191926811415257,3.410637832480762,0.6829811943321514,1.2090048395383146,2.472369905560787,0.7758971438443281,1.2566850067074504,1.963558874206112,3.0770069827942352,2.679334064646413,2.31004513177494,0.8645485196605642,1.7333333333333334,54.666666666666664,1.1333333333333333,1.2,0.5333333333333333,55.12727504673741,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,50.0,50.0,0,1.0,0.0
50.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,isola,0,1,0,0,1,2,0,0,0,1,100.0,0,45.4896261,9.1911715,2.8279766557868244,2.457531520195988,5.392940146416359,1.0682121731703405,2.6487127403758337,2.1648542454880517,1.848338864998175,4.067085824155939,3.206549853052618,3.2116675548260045,0.7211783084708535,0.7329518336048727,1.0277524854558575,2.846762947538461,1.7962962962962963,60.425925925925924,1.2777777777777777,1.1296296296296295,0.7037037037037037,29.64732980788475,29.0,0.8148148148148148,0.18518518518518517,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,1450.0,100.0,0,29.0,0.0
45.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,bocconi,0,2,0,0,1,2,0,0,0,1,75.0,0,45.4498835,9.1892636,1.6049479768079435,1.96556507290782,5.983989185047607,4.029626157232568,2.297606484195356,2.779316478571656,2.827788253690628,2.018315214199083,3.153585566351384,3.864184046892584,3.8992117177898624,3.6889120933297783,3.451879804951648,1.6919953679352333,1.6285714285714286,77.2,1.7714285714285714,1.457142857142857,0.8285714285714286,28.623442916122148,36.0,0.7142857142857143,0.2571428571428571,0.02857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,1620.0,90.0,0,36.0,0.0
55.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,solari,0,4,0,0,1,2,1,0,0,0,48.0,0,45.4380426,9.2048152,3.078063554711031,3.4955616810122434,7.723226949142131,5.202492125840759,4.04958863448218,4.49414324633694,4.036722848755745,3.73884539049012,4.943393001103053,5.654562732923041,5.206674390735123,5.116863706633494,4.964352910067129,3.381926575776616,1.9397590361445782,73.40963855421687,1.3975903614457832,1.2048192771084338,0.927710843373494,30.33870126672456,24.0,0.8192771084337349,0.1566265060240964,0.024096385542168676,0.0,0.6867469879518072,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,1320.0,110.0,0,24.0,0.0
25.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1 bedroom, 1 bathroom",1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,porta venezia,0,2,0,0,1,1,0,0,0,1,50.0,0,45.4742821,9.2052265,1.5289856912310908,1.442957997549635,6.350676411450044,1.1834320143266392,2.375556196175709,2.2568537612262523,0.4116144305805233,3.583810655998631,3.4870754162741764,3.884613398353212,1.311907781407383,1.472872161532855,1.6065647606849147,2.000425962021316,1.7924528301886793,80.18867924528301,1.490566037735849,1.4150943396226414,0.9433962264150944,30.049953257418785,27.0,0.8490566037735849,0.1509433962264151,0.0,0.0,0.6415094339622641,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,675.0,50.0,0,27.0,0.0
85.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,ripamonti,0,1,0,0,0,5,0,0,1,0,0.0,0,45.4285187,9.2031437,4.06329602121092,4.471664657793262,8.2820771443991,6.2596453631551965,4.907463307628599,5.388027294350789,5.083961340041137,4.352276702916864,5.677533573861908,6.39356935789664,6.247992282750914,6.1349241477539,5.958906589301943,4.288886330245145,1.696969696969697,71.75757575757575,1.4545454545454546,1.121212121212121,0.9696969696969697,21.614432285681033,95.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.7575757575757576,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,8075.0,170.0,1,95.0,0.0
45.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,città studi,0,2,0,0,0,2,0,0,0,1,40.0,0,45.4781089,9.2264995,3.110198888485018,3.1217481491541856,7.994552812098406,1.9757494177672288,4.087449949562209,3.950399119252964,2.1156097606148045,5.24723322908027,5.1914906723863,5.550574313941681,2.4152803185480365,2.817726409194229,3.103004770024932,3.666140956573612,1.7386363636363635,73.2840909090909,1.5454545454545454,1.2159090909090908,0.8295454545454546,24.409581328684194,63.0,0.8863636363636364,0.11363636363636363,0.0,0.0,0.7159090909090909,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,2835.0,90.0,2,63.0,0.0
80.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,vincenzo monti,0,4,0,0,1,3,0,0,1,0,250.0,0,45.5079994,9.0974335,8.8288866621938,8.462569884762274,3.911351710283829,8.624860931597697,7.546285635535775,7.267414472114092,8.831494404640953,7.734489027804426,6.499280448104086,5.803480013119685,8.18043801983251,7.806841247722292,7.597243103837597,8.274146913005003,1.9230769230769231,111.6923076923077,1.8846153846153846,1.6538461538461537,1.1538461538461537,30.37930547372031,23.0,0.8076923076923077,0.19230769230769232,0.0,0.0,0.6538461538461539,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,1840.0,160.0,0,23.0,0.0
75.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,porta nuova,0,3,0,0,1,2,0,0,0,1,250.0,0,45.4799533,9.1926001,1.752707083691179,1.4005080648571016,5.35519177211952,0.9763466978703508,1.8313031175067325,1.475964922697638,0.8600957116897967,3.2403784300698955,2.703226322996526,2.9448396459330155,0.6104492874548099,0.3634201748851213,0.4564830297153322,1.8473975346514768,1.9473684210526316,76.36842105263158,1.5263157894736843,1.368421052631579,0.7894736842105263,32.64587299760649,19.0,0.6842105263157895,0.3157894736842105,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,1425.0,150.0,0,19.0,0.0
150.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",3,1,2,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,centrale,0,4,0,0,1,2,0,0,0,1,417.0,0,45.4847973,9.2032159,2.454661838483211,2.1987511930281896,6.222975517052257,0.0145595418935688,2.8050452118255707,2.4629337289472235,1.2072123992655677,4.195050621574439,3.681453529389072,3.8736587225142327,0.4926166801691354,0.9686483273545774,1.3446434022490918,2.7181462663009417,1.7692307692307692,74.40384615384616,1.4807692307692308,1.2884615384615385,0.9038461538461539,30.191447011261396,26.0,0.6923076923076923,0.17307692307692307,0.0,0.1346153846153846,0.46153846153846156,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,3900.0,300.0,0,78.0,0.0
110.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,morgagni,0,2,0,0,1,3,0,0,1,0,390.0,0,45.478049,9.212456,2.2231195855275883,2.143114973192227,6.899622363274225,1.0515139052288496,3.0435380837334662,2.868798580944332,1.065610414236432,4.283334647922156,4.115555036386782,4.457349734958232,1.4106687744913522,1.7587524767357912,2.017481556039817,2.701446317433567,1.8392857142857142,74.96428571428571,1.5357142857142858,1.3214285714285714,1.1071428571428572,27.008401154101623,45.0,0.8928571428571429,0.10714285714285714,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,4950.0,220.0,0,90.0,0.0
65.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,3,paolo sarpi,0,3,0,0,1,5,0,0,1,0,120.0,0,45.4810279,9.1713197,2.464973898169811,2.0566296381600866,3.706128229283964,2.5077813717558004,1.4585095689496792,0.9566651591099092,2.3583393617180426,2.634980388579752,1.461416778380825,1.3948763131796682,2.032702861555537,1.554160745642613,1.2145814444646812,2.065655797788199,1.826086956521739,75.30434782608695,1.434782608695652,1.326086956521739,0.9130434782608695,29.239906384610276,31.0,0.8043478260869565,0.1956521739130435,0.0,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,2015.0,195.0,0,31.0,0.0
80.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 2 bathrooms, kitchen diner",1,1,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,buenos aires,0,4,0,0,1,5,0,0,1,0,200.0,0,45.477891,9.2129012,2.236287353500709,2.1629409049046964,6.934391738586267,1.0884098557398874,3.0698827083718725,2.899667263059808,1.090708126211007,4.303605173079591,4.145764396608352,4.490810364263143,1.4494843894223588,1.7972422623614162,2.0545473619919306,2.7208069144775524,1.793103448275862,76.08620689655173,1.4482758620689655,1.2758620689655173,0.9310344827586207,29.265214426693678,30.0,0.7241379310344828,0.27586206896551724,0.0,0.0,0.603448275862069,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,2400.0,160.0,0,30.0,0.0
70.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,bocconi,0,4,0,0,1,1,0,0,0,1,245.0,0,45.4498835,9.1892636,1.6049479768079435,1.96556507290782,5.983989185047607,4.029626157232568,2.297606484195356,2.779316478571656,2.827788253690628,2.018315214199083,3.153585566351384,3.864184046892584,3.8992117177898624,3.6889120933297783,3.451879804951648,1.6919953679352333,1.6285714285714286,77.2,1.7714285714285714,1.457142857142857,0.8285714285714286,28.623442916122148,36.0,0.7142857142857143,0.2571428571428571,0.02857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2520.0,70.0,0,72.0,0.0
32.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1 bedroom, kitchenette",1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,lambrate,0,2,0,0,1,2,0,0,0,1,120.0,0,45.4824346,9.2410536,4.336368816230979,4.35407904223156,9.14142386445452,2.976064299479056,5.3116658318754615,5.150697863758977,3.3334952998856004,6.47856475976,6.397870481447058,6.7234880780049,3.44955937862471,3.899095161018263,4.225726225186833,4.898370062003825,1.7142857142857142,45.714285714285715,1.1428571428571428,0.8571428571428571,0.42857142857142855,20.343938686979474,103.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,3296.0,64.0,0,103.0,0.0
30.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1 bedroom, 1 bathroom, kitchenette",1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,argonne - corsica,0,3,0,0,1,2,1,0,0,0,100.0,0,45.4680992,9.2319145,3.150830404870313,3.316066824249833,8.49124342874446,2.9199128063534165,4.362644457151596,4.371251347518723,2.5827836003783995,5.280339147573718,5.541730602146229,6.017365158146815,3.2849997994880207,3.5932686616925245,3.7870271559319058,3.7860323199152495,1.7777777777777777,75.16666666666667,1.3888888888888888,1.1666666666666667,0.9444444444444444,22.930497745213856,80.0,1.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,2400.0,60.0,0,80.0,0.0
58.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,vercelli - wagner,0,7,0,0,1,1,0,0,0,1,90.0,0,45.46680822960684,9.15901130760179,2.58087127602902,2.3711183609451694,3.009491713915492,3.973448482233541,1.3332300598974072,1.524436991381097,3.295982525934148,1.1511826711643214,0.3947574786029807,0.981440136843357,3.552126113152243,3.0814691516817216,2.679002906611262,1.9355557318885657,1.6071428571428572,92.53571428571429,1.6428571428571428,1.3928571428571428,1.0357142857142858,26.23775162249206,49.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.8928571428571429,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,2842.0,58.0,0,49.0,0.0
160.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",2,1,2,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,maggiolina,0,8,0,0,1,1,0,0,0,1,0.0,0,45.4926428,9.2009254,3.240260149256942,2.9303057960897734,6.212713397054112,0.8859651639847771,3.33137441697009,2.892205213715859,2.0538329637122232,4.755906285265127,4.002219093355581,4.039091632542025,0.9541083387790392,1.3169020285856683,1.7046848704478703,3.399747384896588,1.8620689655172413,72.13793103448276,1.6896551724137931,1.2758620689655173,0.8620689655172413,23.131493006940314,78.0,0.9310344827586207,0.06896551724137931,0.0,0.0,0.8275862068965517,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,12480.0,320.0,0,156.0,0.0
96.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,montenero,0,7,0,0,1,1,0,0,0,1,200.0,0,45.5513532,9.2090518,9.78293321559214,9.442408223344056,10.498897793032151,7.413792137276698,9.585637343226184,9.059509810045508,8.609984340835252,10.95021511155995,9.782863690470792,9.435807904935254,7.489547609328988,7.725056481401628,8.02385222885063,9.850373818037824,1.7049180327868851,82.31147540983606,1.7540983606557377,1.2459016393442623,0.8688524590163934,28.216772874105132,39.0,0.7704918032786885,0.18032786885245902,0.04918032786885246,0.0,0.6557377049180327,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,3744.0,192.0,0,78.0,0.0
45.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,tre castelli - faenza,0,-1,1,0,0,1,0,0,0,1,100.0,0,45.43872507801258,9.144665859243622,4.64717106993466,4.738665696918096,4.670921035697742,6.854386795555026,4.098088348657278,4.557467936621391,5.842960185886446,2.6758932403825173,3.711622070194385,4.1492479487842,6.52309795758166,6.1123990473023655,5.729164544889167,4.183235801445815,1.7142857142857142,64.0952380952381,1.380952380952381,1.0952380952380953,0.9523809523809523,21.066268686065065,100.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,4500.0,45.0,-1,100.0,0.0
85.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",2,1,2,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,ticinese,0,4,0,0,1,7,0,1,0,0,291.0,0,45.450596,9.1819509,1.6998309467405557,1.973710261321308,5.461947409351325,4.1446774788596725,2.025598684806786,2.5485043657104307,2.9749490076133216,1.4788212543651231,2.719853823485314,3.4359941571486017,3.950269434102626,3.676159409920303,3.3897344361291872,1.5601192712539618,1.7222222222222223,81.72222222222223,1.4722222222222223,1.2777777777777777,0.9722222222222222,34.92446957021951,16.0,0.8055555555555556,0.19444444444444445,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,1360.0,170.0,0,32.0,85.0
90.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,cantalupa - san paolo,0,2,0,0,1,4,0,0,1,0,200.0,0,45.49400439451002,9.15814380274522,4.231928033237648,3.818897448516818,3.1955263687592064,3.645226434242959,3.1758920094243264,2.715633039848043,3.934320725893131,4.088049463407212,2.666721929606033,2.0940424349438675,3.1998473871286275,2.840224496043727,2.674518571576566,3.828085026740437,1.5,73.5,1.75,1.0,1.0,20.035363856416488,108.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,9720.0,90.0,0,216.0,0.0
