square_meters,contract_type_0,contract_type_1,contract_type_2,contract_type_3,contract_type_4,contract_type_5,contract_type_6,availability_year_not_available,availability_year_2024,availability_year_2023,availability_year_2022,availability_instant,availability_year_2015,availability_year_2016,availability_year_2020,availability_year_2025,description,bedrooms,other_rooms,bathrooms,has_security_door,has_tv_system,has_centralized_tv_system,has_optic_fiber,has_video_entryphone,has_electric_gate,has_kitchen_diner,has_open_kitchen,has_half-day_concierge,has_full_day_concierge,has_shared_garden,has_alarm_system,has_partially_furnished,has_kitchen_nook,has_semi-habitable_kitchen,has_disabled_people,has_window_frames,has_window_material_pvc,has_window_material_wood,has_window_material_metal,has_window_type_double,has_window_type_triple,has_exposure_type_internal,has_exposure_type_external,has_exposure_type_double,has_exposure_direction_north,has_exposure_direction_south,has_exposure_direction_east,has_exposure_direction_west,conditions,zone,conditions_imputed,floor,is_mezzanine,is_semi-basement,elevator,energy_class,energy_class_imputed,is_high_efficiency,is_middle_efficiency,is_low_efficiency,condominium_fees,condominium_fees_imputed,latitude,longitude,dist_duomo,dist_scala_theatre,dist_sansiro_stadium,dist_centrale_station,dist_cadorna_station,dist_sforzesco_park,dist_montanelli_park,dist_solari_park,dist_pagano_park,dist_citylife,dist_direzionale,dist_porta_nuova,dist_porta_garibaldi,dist_piazza_affari
65.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 2 bathrooms, open kitchen",1,1,2,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,guastalla,0,2.0,0,0,1,5,0,0,1,0,220.0,0,45.4597571,9.198675,0.7234929466508875,1.1297108590667495,6.1743316453178405,2.8067111517795897,2.0105762754767498,2.2941273817182375,1.6073752460343675,2.5693687326422303,3.162033053212097,3.788123613442871,2.7589236464199383,2.655842696724296,2.522208212157067,1.2902448885675724
110.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"4 (3 bedrooms, 1 other), 2 bathrooms, open kitchen",3,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,garibaldi - corso como,0,1.0,0,0,0,5,0,0,1,0,0.0,0,45.48253075128914,9.187344571075561,2.069106300687218,1.6723536602043596,4.965574202200583,1.248930388242057,1.811703143104479,1.3493419285131412,1.351681102465622,3.234755244357897,2.481921832141224,2.6163103503812852,0.7782375372713604,0.2941058574219613,0.18655706478173484,2.0172892052220095
50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,turro,0,1.0,0,0,0,5,0,0,1,0,0.0,0,45.4978623,9.2253526,4.562419698585637,4.382978073802647,8.202294533646292,2.265622810687206,5.060627403097319,4.705778626799713,3.2944599931267455,6.442880087314453,5.89681777847709,6.002262507523614,2.66673355671914,3.141493181158145,3.5427288850221936,4.927607453540464
60.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,montenero,0,1.0,0,0,1,1,0,0,0,1,200.0,0,45.5513532,9.2090518,9.782933215592141,9.442408223344056,10.498897793032151,7.413792137276698,9.585637343226184,9.059509810045508,8.609984340835252,10.95021511155995,9.782863690470792,9.435807904935254,7.489547609328988,7.725056481401628,8.02385222885063,9.850373818037824
50.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,isola,0,2.0,0,0,0,2,0,0,0,1,120.0,0,45.4896261,9.1911715,2.8279766557868244,2.457531520195988,5.392940146416359,1.0682121731703405,2.6487127403758337,2.1648542454880513,1.848338864998175,4.067085824155939,3.206549853052618,3.2116675548260045,0.7211783084708535,0.7329518336048727,1.0277524854558577,2.8467629475384615
63.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,città studi,0,0.0,0,0,1,1,0,0,0,1,101.0,0,45.4781089,9.2264995,3.110198888485018,3.1217481491541856,7.994552812098406,1.9757494177672288,4.087449949562209,3.9503991192529635,2.1156097606148045,5.24723322908027,5.1914906723863,5.550574313941681,2.4152803185480365,2.817726409194229,3.103004770024932,3.6661409565736123
80.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,cadore,0,1.0,0,0,1,7,0,1,0,0,0.0,0,45.457542,9.2130036,1.8049783687712515,2.1517703640235717,7.311636296030308,3.130527904021552,3.127061794443759,3.347002494341224,2.112139411972506,3.6762165444987254,4.29623892892299,4.90373799649404,3.2536188305769054,3.3116092807900612,3.2985323711219885,2.421052787796681
57.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,cenisio,0,1.0,0,0,1,3,0,0,1,0,140.0,0,45.4874537,9.172262,3.005027030406652,2.5842557826785746,3.9052293031934577,2.416517227210316,2.1467831940182975,1.619228578807021,2.6146743527588976,3.352262292283919,2.123040751287775,1.8864298630083747,1.9484798520376467,1.5447252363199926,1.3548560840007189,2.6936589018591808
55.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,argonne - corsica,0,6.0,0,0,1,4,0,0,1,0,175.0,0,45.4680992,9.2319145,3.150830404870313,3.3160668242498326,8.49124342874446,2.9199128063534165,4.362644457151596,4.371251347518723,2.5827836003783995,5.280339147573718,5.541730602146229,6.017365158146815,3.2849997994880207,3.5932686616925245,3.7870271559319058,3.7860323199152495
95.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",2,1,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,porta romana - medaglie d'oro,0,3.0,0,0,1,1,0,0,0,1,146.0,0,45.4522392,9.202056,1.5480307448451893,1.9689772681422688,6.736884732057485,3.6228369504737223,2.708791165374405,3.073286818507259,2.4457765263085114,2.8856689705551024,3.7741628157971756,4.447717372360822,3.6138012847862475,3.530306794285887,3.397309093872533,1.987056041031659
45.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,città studi,0,6.0,0,0,1,3,0,0,1,0,350.0,0,45.4781089,9.2264995,3.110198888485018,3.1217481491541856,7.994552812098406,1.9757494177672288,4.087449949562209,3.9503991192529635,2.1156097606148045,5.24723322908027,5.1914906723863,5.550574313941681,2.4152803185480365,2.817726409194229,3.103004770024932,3.6661409565736123
45.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"1 room, 1 bathroom, open kitchen",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,pasteur,0,1.0,0,0,0,1,0,0,0,1,80.0,0,45.4902857,9.2179293,3.540411048602592,3.3666014208298396,7.448976626926387,1.311200647130661,4.082357105847621,3.7604665407444777,2.2738013816313143,5.445496015099361,4.980272683869565,5.1509988425832,1.7589599064968584,2.2453149526538465,2.6354753988959967,3.914747602279766
140.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"4 (1 bedroom, 3 others), 2 bathrooms, open kitchen",1,3,2,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,indipendenza,0,5.0,0,0,1,6,0,1,0,0,500.0,0,45.4274509,9.3098024,10.064955773479069,10.397838741677493,15.553299064029952,10.489975006243567,11.386478249734408,11.586955746587305,10.021716447109178,11.720192412763122,12.546014149244671,13.163734686915477,10.855077871935505,11.1355349371982,11.278513793884983,10.673932023223436
65.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,corvetto,0,6.0,0,0,1,3,0,0,1,0,233.0,0,45.4403776,9.2234375,3.615160498166476,4.023115442202297,8.82191089391079,5.190986678063153,4.833630348405698,5.176956025007262,4.18184172456721,4.883769101169788,5.891719849178529,6.572004995411378,5.32848636905463,5.374008923379009,5.329847809379115,4.1090620217191915
35.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"1 bedroom, 1 bathroom, kitchen diner",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,lambrate,0,1.0,0,0,1,7,0,1,0,0,0.0,0,45.4824346,9.2410536,4.336368816230979,4.35407904223156,9.14142386445452,2.9760642994790554,5.3116658318754615,5.150697863758977,3.3334952998856004,6.47856475976,6.397870481447058,6.7234880780049,3.44955937862471,3.8990951610182627,4.225726225186833,4.898370062003825
80.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"4 (3 bedrooms, 1 other), 1 bathroom",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,porta romana - medaglie d'oro,0,6.0,0,0,0,1,0,0,0,1,350.0,0,45.4522392,9.202056,1.5480307448451893,1.9689772681422688,6.736884732057485,3.6228369504737223,2.708791165374405,3.073286818507259,2.4457765263085114,2.8856689705551024,3.7741628157971756,4.447717372360822,3.6138012847862475,3.530306794285887,3.397309093872533,1.987056041031659
70.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,certosa,0,2.0,0,0,0,1,0,0,0,1,0.0,0,45.5024067,9.1287328,6.50370713416771,6.113977076071359,2.723631383782417,6.11274538784188,5.284393209900069,4.932689180629125,6.377151636576389,5.7585767268345665,4.381245145087615,3.6654683387183433,5.673325907052756,5.3134983956855795,5.126798345355344,6.000701507641988
95.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 rooms, 1 bathroom",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,solari,0,2.0,0,0,0,2,0,0,0,1,150.0,0,45.4380426,9.2048152,3.078063554711031,3.4955616810122434,7.723226949142131,5.202492125840759,4.04958863448218,4.4941432463369395,4.036722848755745,3.73884539049012,4.943393001103053,5.654562732923041,5.206674390735123,5.116863706633494,4.964352910067129,3.3819265757766157
70.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,città studi,0,3.0,0,0,1,6,0,1,0,0,181.5,1,45.4781089,9.2264995,3.110198888485018,3.1217481491541856,7.994552812098406,1.9757494177672288,4.087449949562209,3.9503991192529635,2.1156097606148045,5.24723322908027,5.1914906723863,5.550574313941681,2.4152803185480365,2.817726409194229,3.103004770024932,3.6661409565736123
55.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,farini,0,3.0,0,0,1,2,0,0,0,1,200.0,0,45.4928794,9.1751082,3.447308379067472,3.0278111259929683,4.310794041621489,2.354189484869092,2.7313568784043936,2.1932914082135393,2.841065846722411,3.983970616413253,2.764356834769788,2.4877658067907116,1.9360115135679505,1.6559560049902737,1.6199050891062348,3.2163729869408986
65.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,dergano,0,1.0,0,0,1,2,1,0,0,0,0.0,0,45.5025125,9.1767835,4.420220875696773,4.009025162150013,4.929160629407838,2.8388252575796105,3.8022084312700164,3.2625822349247167,3.6308293941642367,5.061494910161844,3.8106891407514625,3.4567035599986067,2.5407449528729376,2.434522725589498,2.5310396251683285,4.251811780510543
65.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,greco - segnano,0,3.0,0,0,0,3,0,0,1,0,100.0,0,45.5022959,9.2121145,4.519984386473019,4.249094198848415,7.377752498357634,2.0689461918996725,4.712703102147369,4.274341443607771,3.266484581761395,6.136295662909307,5.362152426905393,5.3441136286934805,2.303058504939869,2.698776700721778,3.0876020730770244,4.745881562286992
60.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,farini,0,2.0,0,0,1,2,0,0,0,1,270.0,0,45.4928794,9.1751082,3.447308379067472,3.0278111259929683,4.310794041621489,2.354189484869092,2.7313568784043936,2.1932914082135393,2.841065846722411,3.983970616413253,2.764356834769788,2.4877658067907116,1.9360115135679505,1.6559560049902737,1.6199050891062348,3.2163729869408986
30.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1 bedroom, 1 bathroom, kitchen nook",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,navigli - darsena,0,4.0,0,0,0,2,0,0,0,1,50.0,0,45.451982882693535,9.177217368858377,1.77643574959937,1.975517804816893,5.070400077115934,4.16873806936465,1.8195556530905226,2.357274958804256,3.0393593893643924,1.0858949008157261,2.3826096513120136,3.0971832561942354,3.932130535813309,3.617372166582362,3.300971606311601,1.4869576630914272
85.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,barona,1,2.0,0,0,1,1,0,0,0,1,0.0,0,45.4385666,9.154712,4.066486393739704,4.208787876579652,5.011654958605471,6.375314379205602,3.701046972893121,4.201166482792083,5.304331136084893,2.2926652503879987,3.539518180626455,4.081485141129612,6.079470863443933,5.699185271396218,5.333037198674835,3.6677087862135958
85.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,washington,0,6.0,0,0,1,1,0,0,0,1,300.0,0,45.4612061,9.1563104,2.795151518625596,2.675373457098583,3.147857712558795,4.490195213039781,1.725434526025766,2.05110608001036,3.6964352123828133,0.84445654882831,1.051926314813433,1.565227556614138,4.092876894696582,3.637120324330896,3.2366058717542012,2.163055341358443
80.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,city life,0,5.0,0,0,1,2,0,0,0,1,300.0,0,45.4833311,9.2022037,2.2742061628123005,2.0179960336776888,6.127209582223322,0.17693630635291147,2.6398082027836764,2.3122703028970117,1.032085109990132,4.023327999260982,3.540143825489783,3.755640601825436,0.43411993668168,0.8703447169626211,1.2240032896798283,2.5390852730672155
182.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"5 (3 bedrooms, 2 others), 2 bathrooms, kitchen diner",3,2,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,paolo sarpi,0,3.0,0,0,1,6,0,1,0,0,500.0,0,45.4810279,9.1713197,2.464973898169811,2.0566296381600866,3.7061282292839635,2.5077813717558004,1.4585095689496792,0.9566651591099093,2.3583393617180426,2.634980388579752,1.461416778380825,1.3948763131796682,2.032702861555537,1.554160745642613,1.2145814444646812,2.065655797788199
68.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,baggio,0,3.0,0,0,1,5,0,0,1,0,150.0,0,45.4608805,9.0870797,8.182864558622011,8.013995139254824,3.457773284512687,9.424782002174947,6.981535787051524,7.092669540706165,8.92531740067561,6.15575558514652,5.8479345306494634,5.564722356519882,8.95879117121358,8.473077927354272,8.095080584955712,7.540787363779701
30.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"1 bedroom, 1 bathroom, kitchenette",1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,3,garibaldi - corso como,0,3.0,0,0,1,6,0,1,0,0,250.0,0,45.48253075128914,9.187344571075561,2.069106300687218,1.6723536602043596,4.965574202200583,1.248930388242057,1.811703143104479,1.3493419285131412,1.351681102465622,3.234755244357897,2.481921832141224,2.6163103503812852,0.7782375372713604,0.2941058574219613,0.18655706478173484,2.0172892052220095
250.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"5+ (5 bedrooms, 2 others), 3+ bathrooms, kitchen diner",5,2,3,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,washington,0,2.0,0,0,1,3,0,0,1,0,665.0,0,45.4612061,9.1563104,2.795151518625596,2.675373457098583,3.147857712558795,4.490195213039781,1.725434526025766,2.05110608001036,3.6964352123828133,0.84445654882831,1.051926314813433,1.565227556614138,4.092876894696582,3.637120324330896,3.2366058717542012,2.163055341358443
103.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, semi-habitable kitchen",2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,tripoli - soderini,0,5.0,0,0,1,7,0,1,0,0,155.0,0,45.4582475,9.1467492,3.5826789829341976,3.4835933572645663,2.837426969148095,5.2901787838964,2.539451458782616,2.841589051935655,4.511422067851258,1.4929078344362459,1.7192971360389087,2.0100071913079667,4.882991114848834,4.419195922143955,4.016992463656611,2.9609390410477086
70.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,dezza,1,-1.0,1,0,0,2,0,0,0,1,0.0,0,45.4724593,9.2008641,1.1544882213117993,1.0470077006729197,6.0293172495741825,1.38401281670611,1.9948807422373682,1.915005839034859,0.2047068051320632,3.187852167027073,3.1268429522933077,3.556720713879581,1.378026964854784,1.4030990476054825,1.4363865189525928,1.6047196187173616
75.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,centrale,0,1.0,0,0,1,1,0,0,0,1,200.0,0,45.4847973,9.2032159,2.454661838483211,2.1987511930281896,6.222975517052257,0.014559541893568853,2.8050452118255707,2.4629337289472235,1.2072123992655677,4.195050621574439,3.681453529389072,3.8736587225142327,0.49261668016913546,0.9686483273545774,1.3446434022490918,2.7181462663009417
45.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,porta romana - medaglie d'oro,0,1.0,0,0,1,4,0,0,1,0,0.0,0,45.4522392,9.202056,1.5480307448451893,1.9689772681422688,6.736884732057485,3.6228369504737223,2.708791165374405,3.073286818507259,2.4457765263085114,2.8856689705551024,3.7741628157971756,4.447717372360822,3.6138012847862475,3.530306794285887,3.397309093872533,1.987056041031659
70.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,navigli - darsena,1,7.0,0,0,0,3,0,0,1,0,140.0,0,45.451982882693535,9.177217368858377,1.77643574959937,1.975517804816893,5.070400077115934,4.16873806936465,1.8195556530905226,2.357274958804256,3.0393593893643924,1.0858949008157261,2.3826096513120136,3.0971832561942354,3.932130535813309,3.617372166582362,3.300971606311601,1.4869576630914272
50.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,porta romana - medaglie d'oro,0,3.0,0,0,1,1,0,0,0,1,60.0,0,45.4522392,9.202056,1.5480307448451893,1.9689772681422688,6.736884732057485,3.6228369504737223,2.708791165374405,3.073286818507259,2.4457765263085114,2.8856689705551024,3.7741628157971756,4.447717372360822,3.6138012847862475,3.530306794285887,3.397309093872533,1.987056041031659
100.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 bedrooms, 1 bathroom",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,portello - parco vittoria,0,1.0,0,0,1,1,0,0,0,1,150.0,1,45.487494562428914,9.147514501132717,4.322601867301151,3.9468414289849862,2.1101798295307606,4.338103518974002,3.076846047164429,2.7534979160049557,4.3476834540351375,3.6149845921911172,2.19797247477635,1.4928234845819575,3.864561569170277,3.4298030644478943,3.157046514023379,3.7975931501557634
55.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,corso san gottardo,0,0.0,0,0,1,3,0,0,1,0,100.0,0,45.4480952,9.1796184,2.0305959406082805,2.29486106885286,5.4774390808523,4.472464726651508,2.26716759620799,2.800337917373149,3.3061028160634964,1.5088630463845765,2.849055375628347,3.562278004030161,4.270648318070154,3.9860694812972297,3.6897181037083815,1.8591823049638063
80.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ghisolfa - mac mahon,0,2.0,0,0,1,1,0,0,0,1,230.0,0,45.49400439451002,9.158143802745219,4.231928033237648,3.818897448516818,3.1955263687592064,3.6452264342429586,3.1758920094243264,2.715633039848043,3.934320725893131,4.088049463407212,2.666721929606033,2.0940424349438675,3.1998473871286275,2.840224496043727,2.674518571576566,3.828085026740437
80.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,ripamonti,0,2.0,0,0,1,1,0,0,0,1,250.0,0,45.4285187,9.2031437,4.06329602121092,4.471664657793262,8.2820771443991,6.2596453631551965,4.907463307628599,5.388027294350789,5.083961340041137,4.352276702916864,5.677533573861908,6.39356935789664,6.247992282750914,6.1349241477539,5.958906589301943,4.288886330245145
50.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,certosa,0,2.0,0,0,1,1,0,0,0,1,150.0,0,45.5024067,9.1287328,6.50370713416771,6.113977076071359,2.723631383782417,6.11274538784188,5.284393209900069,4.932689180629125,6.377151636576389,5.7585767268345665,4.381245145087615,3.6654683387183433,5.673325907052756,5.3134983956855795,5.126798345355344,6.000701507641988
35.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1 bedroom, 1 bathroom, open kitchen",1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,martini - insubria,0,4.0,0,0,0,1,0,0,0,1,100.0,0,45.45491426708675,9.220614327406476,2.4663236763949445,2.8114949169696906,7.967489709695982,3.596247020732472,3.7875911478456965,4.006456509904229,2.6811937870136933,4.280659713025737,4.9533294795644345,5.564827275618067,3.777260044120937,3.8850085229201765,3.905296471486955,3.0784252915881316
80.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen nook",2,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,3,moscova,0,4.0,0,0,1,3,0,0,1,0,150.0,0,45.4770858,9.1843685,1.5485483658237464,1.1294924349671813,4.711196167290097,1.6897274703445828,1.1739487025369773,0.7632311204102583,1.2569558926766795,2.5991846045607443,1.9875309115497353,2.26568362487918,1.2815381856989256,0.8419059120081154,0.4659468343744856,1.392097551015346
65.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,cenisio,0,-1.0,1,0,1,1,0,0,0,1,150.0,0,45.4874537,9.172262,3.005027030406652,2.5842557826785746,3.9052293031934577,2.416517227210316,2.1467831940182975,1.619228578807021,2.6146743527588976,3.352262292283919,2.123040751287775,1.8864298630083747,1.9484798520376467,1.5447252363199926,1.3548560840007189,2.6936589018591808
